abbrev,name
PCC,Portland Community College
PCC,Palmer College of Chiropractic
PCC,Pabna Cadet College
PCC,Pratt Community College
PCC,Pensacola Christian College
PCC,Piedmont Community College
PCC,Pueblo Community College
PCC,Pima Community College
PCC,Pitt Community College
PCC,Private Career College
PCC,Portland Community College Portland Community College
PCCC,Passaic County Community College
PCCD,Peralta Community College District
PCCE,Padre Conceicao College of Engineering
PCCF,Palmer College of Chiropractic Florida
PCCI,"Pensacola Christian College, Inc"
PCCOE,Pimpri Chinchwad College Of Engineering
PCCP,Philippine College of Chest Physicians
PCCR,Plan for College and Career Readiness
PCCR,Plan for College and Career Ready
PCCS,Partnership for College and Career Success
PCCS,Partnerships for College and Career Success
PCD,Pre-College Dormitory
PCDS,Pennsylvania College of Dental Surgery
PCE,Priyadarshini College of Engineering
PCEA,Pennsylvania College English Association
PCEC,Padnos College of Engineering and Computing
PCEC,Post College Early Career
PCEC,Polk County Early College
PCES,Pre College for Engineering Systems
PCET,Park College of Engineering and Technology
PCF,Peninsula College Fund
PCFC,Polytechnics and Colleges Funding Council
PCGE,Parishkar College of Global Excellence
PCGS,Patel College of Global Sustainability
PCHM,Presidency College Of Hotel Management
PCI,Pre College Initiatives
PCIP,Pomona College Internship Program
PCIT,Pikeville College Information Technology handbook
PCITS,Pikeville College Office of Information & Technology Services
PCJ,Pontifical College Josephinum
PCLU,Polytechnic College of La Union
PCMD,Peninsula College of Medicine and Dentistry
PCMT,Pailan College of Management and Technology
PCO,Pennsylvania College of Optometry
PCOE,Perkins College of Education
PCOE,Parshvanath College Of Engineering
PCOE,Patton College Of Education
PCOM,Philadelphia College of Osteopathic Medicine
PCOM,Pacific College of Oriental Medicine
PCPA,Pennsylvania College Personnel Association
PCPA,Phoenix College Preparatory Academy
PCPM,Philippine College of Pharmaceutical Medicine
PCPP,Philippine College of Poultry Practitioners
PCPR,Philadelphia College Prep Roundtable
PCPS,Panuska College of Professional Studies
PCRP,PRAISE College Readiness Program
PCRP,P R A I S E College Readiness Program
PCSR,Phoenix College Student Representatives
PCT,Pennsylvania College of Technology
PCTE,Punjab College of Technical Education
PCTMS,Punjab College of Technology and Management Sciences
PCUS,Professional Colleges and Universities Summit
PCW,Presentation College Windsor
PDC,Professional Development College
PDDC,Prabhu Dhan Degree College
PDIC,Plymouth Devon International College
PDSC,Professional Dental Studies College
PE,Physical Education
PEC,Pondicherry Engineering College
PEC,Priyadarshini Engineering College
PECHS,Pender Early College High School
PELC,Police Executive Leadership College
PGC,Punjab Group of Colleges
PGC,Point Guard College
PGCC,Prince George's Community College
PGCL,Pravin Gandhi College of Law
PGCN,Post Graduate College of Nursing
PGGCG,Post Graduate Government College for Girls
PGIC,Pacific Gateway International College
PHC,Patrick Henry College
PHCC,Patrick Henry Community College
PHCC,Pasco–Hernando Community College
PHCC,Pennsylvania Highlands Community College
PHCM,Perpetual Help College of Manila
PHSC,Pasco Hernando State College
PHSC,Pasco–Hernando State College
PHSC,Pasco Hernando State College's
PICE,Perth International College of English
PIDC,Penang International Dental College
PIIC,Putra Intelek International College
PISCT,Pakistan International School and College Tehran
PITCH,Persistence Incorporated in to College Hired
PJC,Pioneer Junior College
PJC,Paris Junior College
PJC,Pasadena Junior College
PJC,Pensacola Junior College
PJC,Pasadena Jr College
PKC,Principal Kings College
PLBC,Pacific Life Bible College
PLC,Pymble Ladies College
PLC,Presbyterian Ladies College
PLCL,Park Lane College Leeds
PLNC,Point Loma Nazarene College
PLNC,Pt Loma Nazarene College
PMC,Philadelphia Military College
PMC,Pine Manor College
PMC,Pennsylvania Military College
PMCE,PM College Of Engineering (India)
PMCH,Patna Medical College and Hospital
PMEC,Parala Maharaja Engineering College
PMNC,Patel Memorial National College
PMW,Patrick M. Widener College of Computing
PNAC,Pontifical North American College
PNCA,Pacific Northwest College of Art
PNEC,Pakistan Navy Engineering College
PNMC,Pennsylvania Nurses Middle College
PNTC,Philippine Nautical and Technological College
PNTC,Phil Nippon Technical College
PPCC,Pikes Peak Community College's
PPCC,Pikes Peak Community College
PPEC,Pikes Peak Early College
PPSC,Philippine Public Safety College
PQC,Paul Quinn College
PRBC,Puerto Rico Baptist College
PRC,Peterborough Regional College
PRCC,Pearl River Community College
PRCP,Pacific Rim College of Psychiatrists
PRSC,Patterson River Secondary College
PSC,Pensacola State College
PSC,Passed Staff College
PSC,Pensacola State College's
PSC,Philander Smith College
PSCC,Pellissippi State Community College
PSCI,Postal Staff College India
PSCL,Prairie State College Library
PSCPE,Prince Salman College of Professional Education
PSGC,Patna Sahib Group of Colleges
PTC,Piedmont Technical College
PTC,Pulaski Technical College
PTC,Pittsburgh Technical College
PTEC,Power Technical Early College
PTPG,Perguruan Tinggi Pendidikan Guru (Teachers' Training College)
PUCIT,Punjab University College of Information Technology
PUCO,Pacific University College of Optometry
PUIC,Plymouth University International College
PULC,Punjab University Law College
PUMC,Peking Union Medical College
PVCC,Paradise Valley Community College
PWC,Prince of Wales College
QAC,Queensland Agricultural College
QAC,Queensland Aerospace College
QAC,Queen Alexandra College
QAC,Qatar Aeronautical College
QC,Queen's College
QCBC,Queens College Boat Club
QCC,Queensborough Community College
QCC,Quinsigamond Community College
QCC,Quinsigamond Community College's
QCE,Queensland College of English
QCGD,Queens College Graphic Design
QCL,Queen's College London
QCOM,Queensland College of Oriental Medicine
QCOM,Quillen College Of Medicine
QCPC,Queens College Psychological Center
QEC,Queen Elizabeth College
QLC,Quality of Life Collegeville
QMC,Queen Margaret College
QMC,Queen Marys College
QMUC,Queen Margaret University College
QPB,Delta College Quality Public Broadcasting
QSC,Quirino State College
QTC,Queensland Theological College
QTV,Delta College Quality Public Television
QVCC,Quinebaug Valley Community College
RAAC,Rowing Association of American Colleges
RACC,Reading Area Community College
RACC,Registered Apprenticeship College Consortium
RACC,Richmond Adult Community College
RACCE,Rochester Area Colleges Continuing Education
RACDS,Royal Australasian College of Dental Surgeons
RACGP,Royal Australian College of General Practitioners
RACGP,Royal Australian College of General Practicioners
RACL,Regent's American College London
RACMA,Royal Australasian College of Medical Administrators
RACO,Royal Australian College of Ophthalmologists
RACS,Royal Australasian College of Surgeons
RANC,"Royal Australian Naval College,"
RBC,Richard Bland College
RBC,Roanoke Bible College
RBIC,Royal Brisbane International College
RBTC,Rhema Bible Training College
RC,Royal College
RCA,Rabbinical College of America
RCA,Royal College of Art
RCAC,Residential College Advisory Committee
RCAN,Rochester College Access Network
RCASC,Rizvi College of Arts Science Commerce
RCAT,Rotherham College of Arts and Technology
RCB,Residential College Board
RCB,Residential College
RCB,Robinson College of Business
RCBC,Robinson College Boat Club
RCBC,Rowan College at Burlington County
RCC,Riverside Community College
RCC,Riverside City College
RCC,Robeson Community College
RCC,Rogue Community College
RCC,Rappahannock Community College
RCC,Roxbury Community College
RCC,Randolph Community College
RCC,Rockingham Community College
RCC,Rockland Community College
RCC,Richmond Community College
RCCA,Rural Community College Alliance
RCCB,Royal College Circuit Breaker
RCCC,Rowan Cabarrus Community College
RCCC,Roanoke Chowan Community College
RCCC,Rowan–Cabarrus Community College
RCCD,Riverside Community College
RCCD,Riverside Community College District
RCCO,Royal Canadian College of Organists
RCCP,Ratio Christi College Prep
RCDC,Raffles College of Design and Commerce
RCDC,Royal College of Dentists of Canada
RCDP,Riyadh College of Dentistry and Pharmacy
RCDS,Royal College of Defence Studies
RCDSO,Royal College of Dental Surgeons of Ontario
RCDSR,Rungta College of Dental Sciences & Research
RCE,Roorkee College of Engineering
RCEM,Royal College of Emergency Medicine
RCEP,Richfield College Experience Program
RCES,Rutherford College Elementary School
RCET,Rachna College of Engineering and Technology
RCET,Raja College of Engineering and Technology
RCET,Royal College of Engineering & Technology
RCET,Rungta College of Engineering and Technology
RCEW,Rajasthan College of Engineering for Women
RCF,Renewal College Fellowship
RCGC,Rowan College at Gloucester County
RCGM,Recent College Graduate Mentors
RCGP,Royal College of General Practitioners
RCH,Royal College of Health
RCHK,"Renaissance College, Hong Kong"
RCHK,Renaissance College Hong Kong
RCHP,Regis College Haiti Project
RCLC,Rosen College Leadership Council
RCM,Rahula College Matara
RCM,Royal College of Midwives
RCMAC,Residential Colleges Management Advisory Committee
RCMP,Royal College of Medicine Perak
RCMT,Rexburg College of Massage Therapy
RCN,Royal College of Nursing
RCNA,Royal College of Nursing Australia
RCNI,Royal College of Nursing Institute
RCNJ,Ramapo College of New Jersey
RCoA,Royal College of Anaesthetists
RCOB,Richards College of Business
RCOE,Reich College of Education
RCOG,Royal College of Obstetricians and Gynaecologists
RCP,Residential College Program
RCPA,Royal College of Pathologists of Australasia
RCPC,Rutgers College Program Council
RCPC,Rajuk College Photography Club
RCPE,Royal College of Physicians of Edinburgh
RCPI,Royal College of Physicians of Ireland
RCPL,Royal College Port Louis
RCPL,Royal College of Port Louis
RCPSR,Rungta College of Pharmaceutical Sciences and Research
RCPT,Royal College of Physicians of Thailand
RCPT,Royal College of Pathologists of Thailand
RCPT,Royal College Physicians of
RCRC,Roanoke College Remote Computing
RCRT,Royal College of Radiologists of Thailand
RCSA,Royal College of Science Association
RCSC,Red Cliffs Secondary College
RCSE,Royal College of Surgeon Edinburgh
RCSI,Royal College of Surgeons in Ireland
RCSS,Rajagiri College of Social Sciences
RCTC,Rochester Community and Technical College
RCVS,Royal College of Veterinary Surgeons
RDC,Red Deer College
RDC,Regionally Dictated Colleges
RDSC,Rakovski Defence and Staff College
RDSC,Rakovski Defense and Staff College
RDSC,Reservoir District Secondary College
RDWC,Rama Devi Women's College
REC,Regional Engineering College
RECK,"Regional Engineering College, Kurukshetra"
RECK,Regional Engineering College Kurukshetra
RFDC,Royal Forest of Dean College
RGC,Rio Grande College
RGCET,Rajiv Gandhi College of Engineering and Technology
RGCP,Ram Gopal College of Pharmacy
RHC,Rio Hondo College
RHSC,Reepham High School and College
RIC,Rhode Island College
RIHSC,Richmond International High School and College
RIJC,Raffles Institution Junior College
RIJC,Rhode Island Junior College
RIMC,Rashtriya Indian Military College
RISB,Richard Ivey School of Business
RJC,Raffles Junior College
RKC,Robert Kennedy College
RLC,RRend Lake College
RLC,Rend Lake College
RLMC,Rashid Latif Medical College
RMC,Randolph Macon College
RMCAD,Rocky Mountain College of Art and Design
RMCC,"Royal Military College of Canada (Kingston, Ontario)"
RMCC,Rich Mountain Community College
RMCC,Royal Military College of Canada
RMCD,Royal Military College Duntroon
RMCM,Royal Manchester College of Music
RMCS,Royal Military College of Science
RMCS,"Royal Military College, Sandhurst"
RMMC,Rajah Muthiah Medical College
RNCB,Royal National College for the Blind
RNCC,Royal Naval College of Canada
RNCD,Réseau National de Collèges Doctoraux
RNCM,Royal Northern College of Music
RNEC,Royal Naval Engineering College
ROCP,Residences Of College Park
ROCS,Responsible Outgoing College Students
ROCS,Registration and Orientation for College Success
ROKU,Registrar of Kansas University
RPACE,R P A College Of Education
RPCC,River Parishes Community College
RPCP,Ramanbhai Patel College of Pharmacy
RPCP,Residential Pre College Programs
RPMDC,Dr. Rajendra Prasad Memorial Degree College
RPMDC,Rajendra Prasad Memorial Degree College
RPTC,Rajdhani Polytechnic And Textile College
RRC,Reconstructionist Rabbinical College
RRCE,Raja Rajeswari College of Engineering
RRCE,Raja Rajeshwari College of Engineering
RRMC,Royal Roads Military College (British Columbia) (1940–1995) now Royal Roads University
RSC,Russell Sage College
RSC,Radio State College
RSC,Region Staff Colleges
RSC,Rose State College
RSCC,Roane State Community College
RSCCD,Rancho Santiago Community College District
RSCE,Rajarshi Shahu College of Engineering
RSCP,Rudolf Steiner College Press
RSFC,Roby Sixth Form College
RSFC,Rochdale Sixth Form College
RSGC,Rajah Serfoji Govt College
RSGC,Royal St George's College
RSTC,Reid State Technical College
RTC,Regional Technical College
RTC,Renton Technical College
RTC,Return To College
RUCST,Regent University College of Science and Technology
RUMC,Rajuk Uttara Model College
RVC,Rock Valley College
RVC,Rupanuga Vedic College
RVC,Royal Veterinary College
RVCC,Raritan Valley Community College
RWC,Raymond Walters College
RWC,Roberts Wesleyan College
RWCMD,Royal Welsh College of Music & Drama
SABC,Southern Asia Bible College
SAC,Stonebridge Associated Colleges
SAC,Scottish Agricultural College
SAC,San Antonio College
SAC,Santa Ana College
SAC Dip,Stonebridge Associated Colleges Diploma
SACC,Society for Anthropology in Community Colleges
SACC,Selston Arts and Community College
SACC,South Asian College Chittagong
SACE,South Australian College of English
SACQ,Student Adaptation to College Questionnaire
SACS,South African College School
SACS,South African College Schools
SACS,Southern Association of Colleges and Schools
SAGC,Southwestern Assemblies of God College
SAKEC,Shah & Anchor Kutchhi Engineering College
SALC,St Andrews Lutheran College
SALCC,Sir Arthur Lewis Community College
SAO,Smithsonian Astrophysical Observatory
SAPC,St Andrews Presbyterian College
SATC,Salina Area Technical College
SATP,School of Advanced Technologies and Processes
SBBC,Santa Barbara Business College
SBC,Sweet Briar College
SBC,Sweet Briar College's
SBCA,San Beda College Alabang
SBCA,Saint Bernadette College of Alabang
SBCC,Santa Barbara City College
SBCCD,San Bernardino Community College District
SBCE,Sree Buddha College Of Engineering
SBCGS,Shasta Bible College and Graduate School
SBCP,Sri Balaji College of Pharmacy
SBJC,Sri Balaji Junior College
SBMC,Sher e Bangla Medical College
SBSC,St Brendan Shaw College
SBVC,San Bernardino Valley College
SC,Stockton College
SC,Springfield College
SC,Southern College
SC,Southwestern College
SC4,"St. Clair County Community College, Michigan"
SCA,College of Arms
SCAD,Savannah College of Art and Design
SCAM,Suffolk College Alternative Music
SCARF,State College Area Radio Frequency
SCASD,State College Area School District
SCAT,Scholastic and College Ability Test
SCAT,School and College Ability Test
SCAT,Somerset College of Arts and Technology
SCBC,Somerville College Boat Club
SCBC,Selwyn College Boat Club
SCC,Shanghai Costom College
SCC,Suffolk Community College
SCC,Solano Community College
SCC,Solano Communty College
SCC,Southeastern Community College
SCC,Sacramento City College
SCC,Southeast Community College
SCC,Spartanburg Community College
SCC,Scottsdale Community College
SCC,Spokane Community College
SCC,Santiago Canyon College's
SCC,Santiago Canyon College
SCC,Sandhills Community College
SCC,Somerset Community College
SCC,South Central College
SCC,Southwestern Community College
SCC,Stanly Community College
SCC,Salem Community College
SCC,Surry Community College
SCC,Shawnee Community College
SCCB,South and City College Birmingham
SCCBC,St Catharine's College Boat Club
SCCBC,St Catherine's College Boat Club
SCCBC,St Chad's College Boat Club
SCCC,Suffolk County Community College
SCCC,Schenectady County Community College
SCCC,Southwest Colorado Community College
SCCC,Seward County Community College
SCCC,Sussex County Community College
SCCC,Seattle Central Community College
SCCC,Southern Cross Catholic College
SCCC,St Charles Community College
SCCC,Sullivan County Community College
SCCCC,St. Clair County Community College ( Michigan)
SCCCC,St Clair County Community College
SCCCC,Shelby County College and Career Center
SCCCD,State Center Community College District
SCCD,Seattle Community Colleges District
SCCM,Southwestern College of Christian Ministries
SCCO,Southern California College of Optometry
SCCOP,South Carolina College of Pharmacy
SCCP,South Carolina College of Pharmacy
SCCS,Swarthmore College Computer Society
SCCS,Smith College Campus School
SCCT,State College Community Theatre
SCCT,Specialist in Community College Teaching
SCD,Scientific College of Design
SCEA,State College Education Association
SCEL,Scottish College for Educational Leadership
SCEMS,Skidmore College Emergency Medical Services
SCEMS,Springfield College Emergency Medical Services
SCEMS,Skidmore College Emergency Medical Service
SCEMS,Smith College Emergency Medical Services
SCET,Sarvajanik College of Engineering and Technology
SCET,Shadan College of Engineering and Technology
SCF,State College of Florida
SCFA,Sierra College Faculty Association
SCFCS,State College of Florida Collegiate School
SCFE,Sallynoggin College of Further Education
SCHC,South Carolina Honors College
SCHT,Stonyhurst College Holiday Trust
SCHT,Suriname College of Hospitality and Tourism
SCI,Springfield College in Illinois
SCIE,ShenZhen College of International Education
SCIP,Skidmore College Installment Payments
SCMA,Sierra College Management Association
SCMA,Smith College Museum of Art
SCNM,Southwest College of Naturopathic Medicine
SCOB,Saunders College Of Business
SCOPA,Samoa College Old Pupils Association
SCOPE,Satterthwaite College Of Personal Excellence
SCPM,Scholl College of Podiatric Medicine
SCPP,Special College Preparatory Program
SCPP,Summer College Preview Program
SCRI,Southwest College Research Institute
SCRI,Siena College Research Institute
SCRT,Saskatchewan College of Respiratory Therapists
SCSC,Sixth College Student Council
SCSCA,Sarat Chandra Sinha College of Agriculture
SCSE,Swenson College of Science and Engineering
SCST,Schmid College of Science and Technology
SCST,Society for College Science Teachers
SCSU,Sheffield College Student Union
SCTC,Sunshine Coast Theological College
SCTCE,Sree Chitra Thirunal College of Engineering
SCTD,Sullivan College of Technology and Design
SCTSS,Solano College Technology Services Support
SCUAA,State Colleges and Universities Athletic Association
SCUPA,State College & University Professional Association
SDBCT,Sushila Devi Bansal College of Technology
SDC,Sojourner Douglass College
SDCB,Shadan Degree College For Boys
SDCC,San Diego City College
SDCC,San Diego Christian College
SDCC,South Dartmoor Community College
SDCC,Stoke Damerel Community College
SDCCD,San Diego Community College District
SDCH,Seema Dental College Hospital
SDCW,San Diego College for Women
SDCW,Siddhartha Degree College for Women
SDCW,Shadan Degree College For Women
SDCW,Shaheen Degree College for Women
SDMCET,Sri Dharmasthala Manjunatheshwara College of Engineering and Technology
SECA,South Eastern Colleges Association
SECCAP,Sindh E-Centralized College Admission Program
SECCAP,Sindh E-Centralized College Admission Policy
SECE,Sri Eshwar College of Engineering
SECHS,South Early College High School
SEEC,South East Essex College
SEMC,Shillong Engineering and Management College
SERC,South Eastern Regional College
SFBC,South Florida Bible College
SFC,St Francis College
SFC,Santa Fe College
SFCC,Spokane Falls Community College
SFCC,Santa Fe Community College
SFCC,State Fair Community College
SFCC,South Florida Community College
SFCC,St Francis' Canossian College
SGC,South Georgia College
SGDC,St Gregorios Dental College
SGGC,St Gonsalo Garcia College
SGSC,South Georgia State College
SGTC,South Georgia Technical College
SHC,Schreyer Honors College
SHC,Spring Hill College
SHC,Sacred Heart College
SHCBC,St Hilda's College Boat Club
SHCC,Sacred Heart Canossian College
SHCC,Seaford Head Community College
SHDC,Sacred Heart Degree College
SHGC,"Sacred Heart Girls' College,"
SHRIM,School of Hotel Restaurant and Institution Management
SHSC,St Helena Secondary College
SHTC,South Holderness Technology College
SIAD,"Surrey Institute of Art and Design, University College, UK"
SIBC,Sydney International Business College
SIC,Southeastern Illinois College
SICA,Summer Institute on College Admissions
SICAN,Southwest Indiana College Access Network
SICC,Sydney Independent Catholic Colleges
SICP,Saint Ignatius College Prep
SIFC,Saskatchewan Indian Federated College
SIGC,Shrimati Indira Gandhi College
SIIT,Scholars International Institute of Technology
SJC,St. John's College
SJC,Saint Joseph College
SJC,San Juan College
SJC,San Juan Campus of The College of Eastern Utah
SJCA,St John's College Annapolis
SJCB,St Joseph College of Bulacan
SJCBC,St John's College Boat Club
SJCC,San Jose City College
SJCC,Southwest Junior College Conference
SJCC,St Joseph College of Communication
SJCC,St Joseph's College of Commerce
SJCD,San Jacinto College
SJCE,Sri Jayachamarajendra College of Engineering
SJCL,San Joaquin College of Law
SJCM,Saint Josephs College of Maine
SJCN,San Jacinto College North
SJCN,St James College of Nursing
SJCN,St Joseph College of Nursing
SJCS,St John's College School
SJCS,St Joseph's College School
SJDC,San Joaquin Delta College
SJFC,St. John Fisher College
SJRSC,St Johns River State College
SJVC,San Joaquin Valley College
SKC,Salish Kootenai College
SKC,Saint Kentigern College
SKCT,Sri Krishna College Of Technology
SKCT,Sri Krishana College of Technology
SLAC,Small Liberal Arts College
SLBC,Spiritual Life Bible College
SLBC,South Louisiana Beauty College
SLC,Sarah Lawrence College
SLCC,Salt Lake Community College
SLCC,South Louisiana Community College
SLCC,St Louis Community College
SLCC,South London Christian College
SLCN,St Luke's College of Nursing
SLCP,Sri Lanka College of Paediatricians
SLCR,Sri Lanka College of Radiologists
SLEC,Southern Lakes English College
SLPC,Southern Luzon Polytechnic College
SMBC,Sydney Missionary and Bible College
SMBC,Sydney Missionary Bible College
SMBHC,Sally McDonnell Barksdale Honors College
SMC,Southwestern Michigan College
SMC,Santa Monica College
SMC,St. Mary's College
SMC,Spartanburg Methodist College
SMCBC,St Mary's College Boat Club
SMCC,Southern Maine Community College
SMCC,South Mountain Community College
SMCC,Southwest Mississippi Community College
SMCC,"St Mary's Cathedral College,"
SMCC,St Mary's Canossian College
SMCET,St Mary's College of Engineering and Technology
SMCH,Silchar Medical College and Hospital
SMCM,St Mary's College of Maryland
SMEC,Saint Margaret Engineering College
SMEC,St Martin's Engineering College
SMPTC,Sri Mahalakshmi Polytechnic College
SMS,Sardarayaab Model School
SMSC,Southwest Minnesota State College
SMTC,Southern Maine Technical College
SMVEC,Sri Manakula Vinayagar Engineering College
SMWC,Saint Mary-of-the-Woods College
SNC,State Normal College
SNC,"St. Norbert College, De Pere, Wisconsin"
SNC,St Norbert College
SNC,Sierra Nevada College
SNGC,Sree Narayana Guru College
SNGCE,Sree Narayana Gurukulam College of Engineering
SNLC,Sree Narayana Law College
SNMC,Sarojini Naidu Medical College
SOASC,Sultan Omar Ali Saifuddien College
SOC,Servicemen Opportunities Colleges
SOC,Servicemember Opportunity Colleges
SOCC,Southwestern Oregon Community College
SOCC,Sounds of Colorado College
SOCET,Silver Oak College of Engineering and Technology
SODC,Southern Ontario Dental College
SOSC,Southern Oregon State College
SPA,School of Public Affairs
SPAC,South Philippine Adventist College
SPAEC,South Pacific Association of Evangelical Colleges
SPARC,service passion action Rollins College
SPBC,South Pacific Bible College
SPC,St. Petersburg College
SPC,St Petersburg College
SPC,St Philip's College
SPC,South Plains College
SPC,St Philips College
SPCBA,San Pedro College of Business Administration
SPCC,South Piedmont Community College
SPCC,St. Paul's Co-educational College
SPCC,St Philip's Christian College
SPCC,St Peter Claver College
SPCE,Sardar Patel College of Engineering
SPCF,Systems Plus College Foundation
SPCP,State Polytechnic College of Palawan
SPIC,St Paul's International College
SPICA,Shirley Price International College of Aromatherapy
SPICE,Single Parents In College for Excellence
SPMC,St Patrick's Marist College
SPSC,South Point School And College
SPSCC,South Puget Sound Community College
SPUC,Saint Paul's United College
SPYC,Shatin Pui Ying College
SRC,Spoon River College
SRCC,Shri Ram College of Commerce
SREC,Sri Ramakrishna Engineering College
SRJC,Santa Rosa Junior College
SRMC,Sri Ramachandra Medical College
SRRCC,St Richard Reynolds Catholic College
SS&H,Social Sciences & Humanities
SSC,Seminole State College
SSC,South Suburban College
SSC,South Seattle College
SSCC,South Seattle Community College
SSCC,Southern State Community College
SSCC,Shelton State Community College
SSCC,Snead State Community College
SSCC,Sprott Shaw Community College
SSCCC,Student Senate for the California Community Colleges
SSCE,Seva Sadan's College of Education
SSCE,Sri Sairam College of Engineering
SSCF,Senior Service College Fellowship
SSCN,Shri Shankaracharya College of Nursing
SSCT,Study Sex College Tour
SSCT,Stark State College of Technology
SSCT,Surigao State College of Technology
SSCW,Sri Sai College for Women
SSEC,Shri Shankaracharya Engineering College
SSFC,Shrewsbury Sixth Form College
SSGC,St Stephen's Girls' College
SSJCC,Sisters of St. Joseph College Consortium
SSLC,St Stephens Lutheran College
SSLC,South SEED LPDH College
SSLP,Six Sigma Lean Professional Certification
SSNCE,Sri Sivasubramaniya Nadar College of Engineering
SSPA,College of Social Sciences and Public Affairs
SSPC,Samar State Polytechnic College
SSSWC,Shri Saraswati Social Work College
SSVTC,Simeon Suan Vocational and Technical College
STAC,St Thomas The Apostle College
STAC,St Thomas Aquinas College
STC,St. Theresas College
STC,St Theresas College
STC,South Texas College
STC,Sha Tin College
STC,Southeastern Technical College
STC,Suncoast Technical College
STCB,S Thomas' College Bandarawela
STCC,Springfield Technical Community College
STCCS,Sky Tech Computer College Sanghar
STCL,South Texas College of Law
STCM,Sed Theresas College Manila
STCP,St Thomas College Palai
STCSC,Spartanburg Technical College of South Carolina
STLCC,St. Louis Community College
STLCOP,St. Louis College Of Pharmacy
STMC,St Thomas More College
STMC,Sha Tin Methodist College
STPC,S Thangapazham Polytechnic College
Subha,Subhransu sekhar nayak
SUBR,Southern University and A&M College at Baton Rouge
SUC,Sidoon University College
SUC,Sur University College
SUC,Skyline University College
SUC,Spiritan University College
SUCCESS,Students Uniting Cultures For College Educational Success And Self
SUCCESS,Solano University Community College Education Support Services
SUCH,"School boards, Universities, Colleges and Health"
SUCM,Syracuse University College of Medicine
SUCO,State University College of Oneonta
SUCOL,Syracuse University College Of Law
SUSCC,Southern Union State Community College
SUTC,Step Up To College
SVC,Saint Virgils College
SVC,Saint Vincent College
SVC,Saginaw Valley College
SVC,Skagit Valley College
SVC,Southern Vermont College
SVC,Southwestern Vocational College
SVCAET,Swami Vivekanand College of Agricultural Engineering and Technology
SVCC,Southside Virginia Community College
SVCC,Southwest Virginia Community College
SVCE,Sri Venkateswara College of Engineering
SVCE,Swami Vivekanand College of Engineering
SVCET,Sri Venkateswara College of Engineering and Technology
SVCP,Swami Vivekanand College of Pharmacy
SVCST,Shandong Vocational College of Science and Technology
SVCT,Sri Venkateswaraa College of Technology
SVEC,Sree Vidyanikethan Engineering College
SVNC,Sri Vishnu Nursing College
SVOC,Sri Venkateswara Oriental College
SVSC,Saginaw Valley State College
SWAC,School Within A College
SWACC,Statewide Association of Community Colleges
SWC,SouthWestern College
SWC,Sisseton Wahpeton College
SWOCC,Southwestern Oregon Community College
SWTC,Southwest Wisconsin Technical College
SYC,Sahm Yook College
SYC,Shue Yan College
SYJC,Second Year Junior College
TAC,Thomas Aquinas College
TACC,Texas Association of Community Colleges
TACE,Tennessee Association of Colleges and Employers
TACRAO,Texas Association of Collegiate Registrars and Admission Officers
TAGCB,Talal Abu-Ghazaleh College of Business
TAMC,Texas Agricultural & Mining College
TARUC,Tunku Abdul Rahman University College
TATC,Tooele Applied Technology College
TBC,Trinity Bible College
TBC,Trinity Baptist College
TBC,Tauranga Boys College
TBC,Trumbull Business College
TBCC,Tillamook Bay Community College
TBCC,Thomas Bennett Community College
TBCS,Tabernacle Bible College and Seminary
TC,Teachers' College
TC,Tallbot College
TC,Teachers College
TC,Texas College
TC,Temple College
TCAS,Trinity College of Arts and Sciences
TCAT,Tennessee College of Applied Technology
TCAT,Tennessee Colleges of Applied Technology
TCAUP,Taubman College of Architecture and Urban Planning
TCB,Terry College of Business at the University of Georgia
TCBC,Trevelyan College Boat Club
TCC,Tennessee Career College
TCC,Tampa Community College
TCC,Tulsa Community College
TCC,Tallahassee Community College
TCC,Tacoma Community College
TCC,Texas Chiropractic College
TCC,Tidewater Community College
TCC,Tarrant County College
TCC,Technology Colleges and Community
TCC,Trans Canada College
TCC,Tolarian Community College
TCCA,Texas College Counseling Association
TCCBL,Triple Crown College Baseball League
TCCC,Tri County Community College
TCCD,Tarrant County College District
TCCL,Trinity Catholic College Lismore
TCCR,The Cathedral College Rockhampton
TCCS,Teachers College Career Services
TCCS,The Claremont Colleges Services
TCCU,"Teachers College, Columbia University"
TCD,Trinity College Dublin
TCDSU,Trinity College Dublin Students' Union
TCE,Thiagarajar College of Engineering
TCI,Technology College Initiative
TCICC,Turks and Caicos Islands Community College
TCIN,Trinity College Institute for Neuroscience
TCIS,Taaleem College of International Studies
TCIT,Teachers College Information Technology
TCL,Technical College of the Lowcountry
TCLA,Touro College Los Angeles
TCLC,Texas Constables Leadership College
TCLI,Tribal College Librarians Institute
TCLR,Trinity College Law Review
TCN,Think College Now
TCNJ,The College of New Jersey
TCNJ,Technical College of New Jutland
TCNN,Theological College of Northern Nigeria
TCNR,The College of New Rochelle
TCOE,Tagliatela College of Engineering
TCOM,Texas College of Osteopathic Medicine
TCOP,Touro College of Pharmacy
TCR,Teachers College Record
TCS,The College School
TCS,Trinity College School
TCSC,Thakur College of Science and Commerce
TCSG,Technical College System of Georgia
TCSH,Taylor's College Sri Hartamas
TCTC,Tri County Technical College
TCTC,Tichenor College Textbook Company
TCY,The College Years
TCZ,Theological College of Zimbabwe
TDC,tal Drama College
TDCAA,Toronto District College Athletic Association
